sequence,label
Unknown lol malheureusement rak ghalat ana moch mhtaja maquillage ;),negative
Hello,positive
P0ussiere2lune:  bonjour kiss,positive
au bucher lutin!,neutral
vitaa1: :),positive
Ennour bisous :),positive
!seen Amel,neutral
kayzO,neutral
!kiss solitair42,positive
Hhhhhh ta3 ruina unknown 😂,positive
YouTube Love me two times - The doors par Lenin Ewert (durée: 3:10) - Vue(s): 2596055,neutral 
جاك اليان,positive
A toi aussi kbyle22,positive
c'est comme dire que tu es athée en plein ramadan,neutral
"Ouè un LivE Radio commence ! on écoute butterfly|Radio-BamaKo|OnAir d(-_-)b  ♫♪♩, vous pouvez activer le player en bas de page sur les boutons: ▶│┄ ᴧ",neutral
tiens un luth hein,neutral
!kiss Vladcarstein,positive
Cc lune-,positive
baloo|fb: CV frr hhhhh,positive
joyeuse pâques tom,positive
Naim:  redol ignorez vous svp,negative
baloo: bzidak wahda? 😜😜😂😂,neutral
ils ont  chaud les italiens,positive
ben ça va,positive 
oui mais !,positive
vitaa1 pousse speedd dans la piscine pour s'en débarasser! PLOUF !!!  ._.·´¯(_..·´¯(_ t(>.<t)..·´¯(_..·´¯(.,negative
toto: Guest32725 est la,positive
kol yom samedi,neutral
Au moin ça les lave les vitres comme ca lol,negative
Popeye bsr,positive
Merci de votre écoute,positive
Vladcarstein: à 12h00 ce sera les trav à 13h les bi etc,negative
hhhhhhhhh,positive
Cc chipie,positive
La chambre...,neutral
Insomnie bonsoir,negative
mdrrr,positive
Gode save the queen,neutral
vitaa1: mazalet lbaraka tkp,neutral
"Chaat.fr - n°44158  Aujourd'hui, j'attendais impatiemment mon colis chez moi qui n'arrive pas. Début d'après-midi, je vais voir la boîte aux lettres : avis de passage du facteur. Le colis n'a pas pu être remis, motif : ""PAS DE SONNETTE"". VDM ",negative
TiteSeve >> préfère les concombres,positive
Belkacem|dz:  2 rjal darbou koddami,neutral
C'est long long long !!!,negative
!seen *29EC797D.DF5A9088.IP,neutral
dahk issamén,neutral
C'est toi sur la pp t'es bg,positive
Adage: anty mouslima machy moslim,neutral
ghounya,neutral
rouh bedel plassa,neutral
nandeb,neutral
Elle rate rien,negative
Nailaa tnafssi mlih barka,neutral
tu pisses de rire,positive 
"Je trouve 6 réponses à votre demande. Voici les 5 plus récentes (dans l'ordre): Nico96 JustDial Adel67 leooooooo Guest456378. Nico96 (Chaat@48E4B006.45080E0D.859665DA.IP) a été vu pour la dernière fois quitter #Accueil il y a 7 heures, 3 minutes (Bon retour sur www.chaat.fr).",neutral
Slm tt l'monde,positive
m en fou je lance kan meme mdrrr,negative
hhhhhh,positive
tu ignores tes talents cachés,negative
Ayah cc,positive
Salamon:,neutral
Passager18 انت يهنيني اكرم منك,neutral
Tu va bien kbyle222 ?,positive
Labrune ferme là a tout jamais,negative
!café salon,neutral
Ca va Mau ?,positive
happyy déclare qu'il est l'heure de sortir les bouteilles du bar pour l'apéro ! Qui s'occupe des cacahuètes et des chips ? :p  ,positive
"Aaliyah a le corps qui bouge et aimerait inviter Homelander à danser, serrés l'un contre l'autre ヘ( ^o^)ノ\(^_^ )",positive
1-1 / 4-2,neutral
ههههههههههههه,neutral
LM et toi,neutral
cc dina,positive
les larbins,negative
Arabica bonjour a toi,positive
Bilbon meilleur pseudo du jour,positive
الرجال مش حلوين ابدا,negative
hello soon,positive
Je te faiscreveiller 🍰🍩☕☕🍮🍦🍦,negative
Ah c bon ca une souris d'agneau,neutral
A tout,positive
" ℹ️ [ INFO Chaat.fr ] ℹ️ : ⛔ STOP aux bagarres ❗ ⛔ Tout comportement négatif ou violent pourra être sanctionné par un Kick voir un Ban. Pour chaque minute où vous êtes en colère, vous perdez 60 secondes de bonheur. Ce TChat n'est pas un défouloir. Merci :)",neutral
malheureusement des idiots il y'en a depuis la nuit des temps..,negative
mdr chipie,positive
c'est quoi le titre de la chanson,neutral
"MrNice, oh salam khou ",positive
bonsoir candice :3,positive
Imen: Man taxifon hhh,positive
SympaSeul hello,positive
bisous hakunamatata,positive
ah bon?,neutral
la lumiere n est pas là,negative
Naïm bsr,positive
ca va là,positive
Mdr racho je rigole,positive
ههههههههههههه,neutral
Belkacem|dz: walh gholba,neutral
بطيء,negative
ki younsarni rabi nashak hata wahed yorgode dima,neutral
passer l'aspirateur,neutral
koul pizza,positive
Anya:  bonsoir mon amie,positive
un sujet tabou ou la surveillance électronique,neutral
Salut Candice,positive
l'automne c'est bien...,positive
Vivement  demain jouer 30e pour le Danemark,neutral
Feriel:  win raki,positive
Unknown salam ✌️,positive
salut l'carthaginois,positive
bonne nuit noun,positive
bsr aurore,positive
seen,neutral
non en plein air,neutral
 Bonsoir  Musa,positive
!kiss targit,positive
Belkacem|dz:  mdrrrr,positive
re nanasse,positive
Unknown hhhhhhhh mrabi 3lihom kbda ok nsalfek w trohom fi novembre 900 millions ;),neutral
j'écoute toujours ton son là c'est woaw,positive
"bon courage, Ennour",positive
argelino1:  sayad wahdek hbibi  lol,positive
salut,positive
"Chaat.fr - n°263526  Aujourd'hui, je discute d'animaux de compagnie avec un collègue. Je lui dis préférer les chiens, ce à quoi il répond tout en fixant ma poitrine ""Hummm, je serai ravi de devenir ton chien de compagnie."" Gros malaise, il pourrait être mon grand-père. Je ne lui parle plus. VDM ",neutral
kayen muslima o trouh chawafate lol,positive
"bakii, elle est plus là réveille TOI un peu ",negative
my english is very bad but of course you can understand me o:,negative
wahda qalet l mohim  ando moustache nzokh bih lol,positive
ah oui?,neutral
-_____-,neutral
bah c'est une tepe,negative
https://www.youtube.com/watch?v=XXYlFuWEuKI,neutral
samedii: ok lol ca explique 🤣,positive
👍damien,positive
nom de zeux!!!,negative
nasia: 😂😂😂😂,positive
gagnééééééé,positive
basseme slm,positive
lol eurasienne|vivaitalia,positive
DialoguerSimplement t'aime de tout son coeur new-man ! DéClaration devant vous sur #algerie ! (Ɔ ˘⌣˘)♥(˘⌣˘ C),positive
Offside prochaine fois tu sors,negative
"LeRebelle: Pas moi ,et certainement pas ce pédophile",negative
on a gagnerrrrrrrrrrrrrrrrr,positive 
Maude2b|US-Route-66|OnAir:  merci      a  toi    on jamais écouté,negative
اطعمه الله,positive
hhhhhhhh,positive
Amel (Chaat@45478E40.38CAC349.E9CCA940.IP) a été vu pour la dernière fois quitter #Accueil il y a 4 minutes (Bon retour sur www.chaat.fr).,negative
Bonjour,positive
une ca pot te Raphry,neutral
bsr lune-,positive
Wahdek kiwalo New-man vive hbel bil halal 😊😉,positive
new-man t'envoie de petits anges gardiens pour te surveiller DialoguerSimplement ~Å~ ~Å~ ~Å~ DialoguerSimplement ~Å~ ~Å~ ~Å~ DialoguerSimplement ~Å~ ~Å~ ~Å~ DialoguerSimplement ~Å~ ~Å~ ~Å~,positive
Caramelo:  mais y'en a qui bloquent leurs pv,negative
première barbie,neutral
mdrr,positive
Salut diablotin,negative
!seen JustDial,neutral
il fait un peu gris aujourd'hui,negative
on sait tout ça LeRebelle,neutral
Oui mais c l'Espagne sa,neutral
Hello,positive
"Davros : la bague, elle est où alors ? ",neutral
narcissique je suis d accord,positive
mdrr,positive
Qui veut mater priver? :),neutral
jay idir da3wa f chat o  mayrohch issali f jama3,neutral
Je peux en avoir un petit Tess_ ?,neutral
TiteSeve,neutral
"publicité mensongère, ça peut te couter cher barbie :D",positive
tous vos   motrs vulfaires,negative
apart si t'es en intranet ou quoi ,neutral
vas y,neutral
Popeye mdr c'est la chanson,positive
Guest24536:  car tu n as pas entré ton mot de passe,neutral
Sympa3:  ouiii,positive
"Whoouuhouu,le loup fracasse la porte et crie :allahwuakbar !!",negative
c était les meilleures années pourtant Mamy,positive
اهوكا اي طل,neutral
Une pierre deux coup,positive
attend y'a un clip jvai die,negative
Rien encore ce matin,negative
non quoi Desesperance ?,negative
du coup ça fait 7 secondes ça me fulmine,negative
"Crepuscule ça fait un relou en moins, t'inquiète pas pour la chance",negative
Imen ou ana manguedebch 3lik swardi ighidouni,neutral
bueno4: khyar nass vraimn des gens b1 ,positive
!seen Marocaine,neutral
Salamo 😮 no,negative
ya samedi tzwj m3a adage tkhlika tranquille rebi 3ychk hhhhhh,neutral
la tchipe,neutral
Mais ya pas de cam ici,negative
المسلم من سلم المسلون من لسانه ويده,neutral
Belkacem|dz:  loukan jbetelhoum lmouss hhhhhhhhhhhh,positive
wahrani31:  hhhhhhhhhhhhhh,neutral
avant c'était chicos ba maintenant ....,negative
hbeltou,neutral
c'est logique que derrière un bureau si ta le temps sur change de page ,neutral
Merci killbill,positive
Manell93 kech plage?,neutral
Awjak انطق الشهادة,neutral
bonjour Saperlipopette,positive
Mais,negative
bisous Betty47,positive
vitaa1 les mecs qui se font manger,negative
Eurasienne,neutral
ok pas de probleme mdr,positive 
Vu hannibal-smith76|venere :),neutral
wach men sympa  yerham babak,negative
hhhhhhhhh,positive
Sa gazzz,neutral
Non mais oh,negative
elle va jamais y arriver,negative
berrrkie,neutral
impecc Myrtille t'ai envoye un message en pv,neutral
Kat: ils ont fumé l ambiance,negative
Bonsoir poutre tu es dans le domaine du bâtiment ?,neutral
Unknown:  t sage ou koi la le mode,positive
inod sbah makech hlib,neutral
moyen illbill,negative
Kayzo bonjour Poto comment vas tu,positive
Remercier dieu qui ta données une bonnes santé,positive
Bonjour à toi Vladcarstein.,positive
ca va tu as la belle vie Ennour,positive
"Mrnice bonjour à, toi",positive
Unze blaguounette mignonne: les 3 petits cochons qui se promènent dans la fprêt,positive
Bonjour Angel,positive
"ah non P0ussiere2lune moi je n'ai aps joué et je suis au boulot, c est ta bétise pas la miene",negtaive
j'y vais jamais c'est un bor:del à ciel ouvert,negative
Il semblerait que Enissay s'enlace (elle-lui)-même ! ❤❤❤,neutral
et je sais comment c est fait,positive
Attention je vais vomir ?,negative
Salamo je suis comme vous,neutral
dans l ail Elolo lol,neutral
voila,neutral
Anya Rana m3a skhana 52⁰ aujourd'hui lol hhhh,positive
vous inquiétez pas les filles ça ira mieux dmeain,positive
!Seen Mariie,neutral
re Babycrew :),positive
bueno4: hhhh oui,neutral
salut shannon,positive
oui c'est ça TiteSeve,neutral
vraiment les pires,negative
Jai changée de nom jai mis  barbie lol,neutral
"bakii, Ah ok cool ça :p ",positive
"Sympa3: ana quand une fille me dit NON, jarrete,,,je cole pas",negative
il va coûter cher pour les transferts,negative
Tous,neutral
hhhhhhh,positive
انا مسلم,neutral
Bonsoir à tous,positive
bonne nuit Maude2b Cerrutti81,positive
Bonjour broke laisse mes fesses tranquille,positive
Speedd non je disais ça pour les amoureux au salon lol,positive
j'ai remarqué les filles âgés sont tellement aggressive et les filles jeunes tellement douce.. à croire que le destin nous forcent à être de pedobear ):,negative
101 ans,neutral
Car c est vraiment chère,negative
On oublie pas : vive la Normandie 🥰,positive
Arabica salam comment ça va bisous 💋💚😘😍🤩,positive
Goooolazo,neutral
mzawjachaba: Ton mari n'est pas du genre a être jaloux ?!! lol,negative
l'intérêt de quoi,negative
BonjourDAline,positive
Bonsoir Mamy.,positive
bye Ennour,positive
Naim: merciii,positive
pour ca que j'en mange pas LeRebelle,negative
ni ici ni ailleurs,negative
Bonjour bonjour,positive
!seen *6C7FECBB.8EB2A170.DABA5AE9*,neutral
speedd: mdrrr,positive
une barry white possible Ayah|OnAir je vais abuser de ta gentillesse,negative
Plaisir ma annalisa86,positive 
ou est le soucis?,negative
Zaraki_kenpachi bjr,positive
" ℹ️ [ INFO Chaat.fr ] ℹ️ : Pour préserver la sécurité de votre identité virtuelle, enregistrez votre pseudo (c'est gratuit) (◦'⌣'◦)/  ➤  https://www.chaat.fr/register",neutral
salut aurore aux doigts de rose,positive
oui c est vrai hannibal-smith76 lol,neutral
Bonjour bizzz choups1 :),positive
C quoi le but ici,neutral
!seen Elisa,neutral
"hannibal-smith76 offre une bonne tasse de _C_] _a_] _f_] _é_] toute chaude à salon >> Un peu de lait, du sucre ? ",neutral
bonjour,positive
chawafa,neutral
Chaque jour de nouvelles connaissances la chopent,neutral
Un peu comme tes remarques _Medecin_Ritale.,negative
brooke choppe bichette et lui mord ses fesses humm ce gout de <3 <3 <3,positive
gigamya cv,positive
  bonsoir P0ussiere2lune|TaFF,positive
"H-Lamberty, ou 4h ",neutral
J'ai quitté le tchat sans faire exprès ..,neutral
vitaa1: TF1 ....El yatima ma3ndhach edrahem lol,negative
ya adage wallah yhchm bzaf miskin diri nya ya adage lol,neutral
Le_Seigneur_Des_Tomb moi aussi jm'amuse grave avec ça,positive
Ah excuse moi,positive
!kiss Candice,positive
salam nasia cv zina😘😘😘😘,positive
pas forcemment Faustt mdr,negative
"kAyzO:  quand y'a pas de modo, faut compter sur l'autoban lol",neutral
Bonjour ou est-ce qu'on signe pour des rencontre sexuel je suis toute ouii,neutral
شا نسيني ثاني,neutral
" ℹ️ [ INFO Chaat.fr ] ℹ️ :Facebook® Pour suivre l'actualité du TChat, https://www.facebook.com/chaatfr ✌",neutral
juste psd,neutral
Rudboy t en pense quoi ?,neutral
speedd: Mdr voila,positive
hhhhhhhhhhhhhh,positive
!mord bichette,negative
bigoook1 je tai envoyer un message,neutral
ta petite blague Faustt,neutral
Mehox (Chaat@7FF48EB7.F2A4515F.D7810AC3.IP) a été vu pour la dernière fois quitter #Ados il y a 16 minutes (Bon retour sur www.chaat.fr).,negative
Aidé moi svpl,negative
Bonjour tout le monde,positive
Vitaa rani hna,positive
oui super KnuX,positive 
Ladyice ma rugueuse ça t'irait mieux,positive
exactement dablotin,positive
Toto t es foutu demain tu lui mon argent il te répondra t es qui xD..,negative
Fait paf attention je suis dans ma bulle,neutral
labrune jouir ??,negative
Toto t es foutu xD,negative
....,neutral
Offside,neutral 
je re,neutral
Candice pousse enissay dans la piscine pour s'en débarasser! PLOUF !!!  ._.·´¯(_..·´¯(_ t(>.<t)..·´¯(_..·´¯(.,negative
donc oui on papote des fois toute la nuit en visio ... et alors,neutral 
tu va bienmardi,positive
Bon bon bon..,neutral
ouais mais c'est une playlist c'est pas mes sons,negative
Unknown intérêt de 6,neutral
Alikoum,positive
Moi j attend les pleurs des italiens avant d aller me coucher,negative
"m'enfin reste Belkacem|dz, je te promets que Lorem ne recommencera plus :s",neutral
aller pleurer,negative
Labrune:  c'est surtout que ici c'est pas un site de racollage.... les cams payantes on fait pas !,negative
je parie sur Xavier ;),neutral
Mamy:  pour moi une maman je ne l appel pas comme ca,neutral
Anya w Salem ki Rak zinaaa,neutral
Merciv,positive
Ok nanasse,neutral
Faut vraiment que je fasse un soundcloud.,neutral
sur la route,neutral
houston!! houston je perd la com!!,negative
oui ta quel age,neutral
Samedii tehvlat kan khechi edj les autres ad3ichan hihihihi,neutral
mafihech photocopie,neutral
Salamo tu es muslim ou pas hhh ?,neutral
roh matahderch maa bnat,neutral
Salut Mau ca va ?,positive
Hmdlh khti wafia wti,neutral
Je suis nouvelle,neutral
elle est bien celle la,positive
l'équipe U20 a perdu,negative
Brrr brrr,negative
walah la rakom ragdine,neutral
Toto élèvage de chat et chien,neutral
Ça va? Barbapapa,positive
ChoupetteNoPV: bnjr,positive
mdrrr,positive
Bjr all,positive
samedii kif kif hhhhhh ya adage dirna wach nakol barka mn dhahk,neutral
Pipoune tu va dodo,negative
mdrrr,positive
vive celibat,positive
Ohh Forseti !!!,neutral
loll Massss,positive
Cc labrune,neutral
je pensais que tout les trolls avaient des copines moi.,neutral
tefla  aycha  f diq,neutral
Salamo je te traduis aussi pour que tu comprens 😮,positive
Sihem re :),positive
!seen salamon,neutral
"c'est mon point de vue, bien sur",neutral
ben si Baztou33_grr c'est tres dur le foot et ya de quoi etre fier,positive
 Bonsoir  P0ussiere2lune|TaFF,positive
Ok Racho xD,positive
Marcel (Chaat@443DBAFB.20EE86C8.632DB19E.IP) a été vu pour la dernière fois joindre #Charme il y a 15 minutes. Marcel est maintenant sur #Charme.,neutral
!down,negative
Bah je c plu,negative
Mais on dois tous parler ici en même temps c chaloupe no,negative
Soleil,positive
!seen Ano,neutral
LeRebelle: C'était vachement marrant ca ...,positive
ومن يتق الله يجعل له مخرجا,neutral
